1009050;;A Forestry Commission Forest.;;neutral
1010300;;And here is the stone: to Billy Vaughan of the Forestry Commission. He can be proud of his efforts.;;positive
1010401;;The valley in this photo shows some typical features of the Black Mountains. In the foreground a pleasant area of open moor which is often visited by walkers. On the far ridge a maturing plantation of conifers which was probably planted by the Forestry Commission. In between some boring but useful tidy pastures for sheep grazing. It's pleasing to see at least a little bit of hill pasture has been planted with young deciduous trees. In this National Park it's disappointing that there's so little naturally vegetated land.;;positive
1011057;;This is one of two ancient yew trees situated within the "Plaisance" (a walled garden beside Kelburn Castle). The trees are certified as over one thousand years old. Note, though, that dating yew trees is not a simple matter of counting rings: "after 400 or 500 years almost all yews begin to lose their heartwood and become hollow, making dating by ring-counts impossible. They also enter long periods of suspended growth, when they put on virtually no extra girth at all." [Richard Mabey, "Flora Britannica"] The Common Yew, Taxus baccata, is usually a dioecious species: there are separate male and female trees. One of the trees in the Plaisance is a male, while the other is a female. The nearby castle has been continuously inhabited by the same family (Boyle) since the first Norman keep was built on the site in about 1200, but their ancestors (then surnamed "de Boyville") arrived in Britain with William the Conqueror in 1066. However, if their age has been correctly determined, then these venerable trees pre-date even that arrival. Particularly ancient yew trees are often found in churchyards (the Fortingall Yew, located in a churchyard, is among Europe's oldest known trees: [[847537]]). It may be that, in pre-Christian tradition, their poisonous seeds made them symbols of death, while their longevity and their evergreen foliage made them, at the same time, fitting symbols of immortality. In 2002, the Kelburn Yews were included in the Forestry Commission's list of "100 Heritage Trees of Scotland".;;neutral
1030871;;This marks the beginning of the 7 Stanes Cycle Trail. The area is called the Richorn Trailhead and is part of the Forestry Commission at Dalbeattie. In 2009 this will be the centre of the World Mountain Bike Conference.;;neutral
1013152;;The moss covering the boulders and the creaking of the trees, create an eerie, but enchanting feel, to this area. Progress is slow through this overgrown Forestry Commission terrain, in Comar Wood.;;neutral
1017603;;The local offices for the Forestry Commission;;neutral
1018374;;The edge of Raelees Wood. The outer part is an old wood of pine, oak and beech. The Forestry Commission plantations are further in beyond a dyke.;;neutral
1018419;;Dyke fence junction at the meeting point of the moor and Forestry Commission holdings.;;neutral
1018409;;The edge of the Forestry Commission's Yair Forest on Sunderland Hill. Self seeded spruce is encroaching on the moorland.;;neutral
1024102;;An extraction lane in a larch block in Swinnie Plantation, a small Forestry Commission holding.;;neutral
1024123;;A waymarked mountain bike track through young Sitka plantations. Persevere as there is a lovely birch wood further on. Chainsaws were in action, the Forestry Commission were clearing deadfall off another section of the trail.;;positive
1026845;;One of two roads serving a small Forestry Commission plantation.;;neutral
1026859;;A curious addition to the Forestry Commission's Swinnie Plantation on the opposite side of the B6357 over Swinnie Moor. It has recently been replanted with larch.;;neutral
1027122;;Boundary Wood (Forestry Commission), Blidworth.;;neutral
1027632;;Adjacent to the Forestry Commission car park, below Moel Famau, is this toilet block that doubles as a shelter from the weather. The bus stop on the left suggests that there is a bus service to this point, but I have no details of the times, and I suspect it is only a summer service. The road to Bwlch Pen Barras can be seen passing by on the right.;;neutral
1027800;;This gate, at the east end of the car park at Bwlch Pen Barras, accesses the footpath down to the Forestry Commission car park further down the valley. It is a much safer route than walking down the road that runs alongside. See also [[311031]];;neutral
1027804;;Forestry Commission plantations above the Benmore Gardens. There is a path from the Younger Botanic Garden through the young trees leading to the hill.;;neutral
1028277;;Llwybyr cyhoeddus yn arwain trwy Fforest Dyfi (Comisiwn Coedwigaeth) gyda Coed Derwen a Coed Bedwen / Public Footpath leading through the Dyfi Forest (Forestry Commission) with Oaks and Birches.;;neutral
1031561;;Probably Japanese larch, a species favoured by the Forestry Commission. Larches against an unusually blue sky.;;neutral
1032227;;Getting easier to find and reach as time passes. It will be interesting to see what happens here when the Sitka is felled and the hill top is replanted. I hope the Forestry Commission run a path up here and leave what must be a glorious view to the south open.;;neutral
1032794;;On this bleak February day, some snow is still on the ground and helps to highlight how the ground ahead undulates quite noticeably. Under its open access policy, the Forestry Commission allow people to walk here but not, obviously, in the area occupied by Roxel which is clearly marked by the high fence on the left with its periodic keep out notices.;;positive
1035967;;A marker post - missing many of its markers - sits by the side of a misty path through Forestry Commission land in South Wales. This square contains the magnificent corrie of Graig-fawr, but it was not the day for exploring that. For a clear day, see [[1644611]].;;neutral
1036979;;The minor top of Pen y lan is seen in the distance beyond this Forestry Commission mixed plantation.;;neutral
1037149;;Extensive Forestry Commission plantations above Glen Aray.;;neutral
1037193;;Rough grazing above the forest. The fence marks Forestry Commission land.;;neutral
1037320;;The edge of a large Forestry Commission block. The appalling Ordnance Survey cartography, AKA the purple plague*, shows that a lot of the moor here is also owned by the FC, but was mercifully left unplanted. Most of the square is an open sheep walk. *I do hope that when you are reading this, the obtrusive purple is absent from the map. Its purpose according to the reply to a complaint about loss of contour data is to encourage map users not to go on to privately owned land. What relevance this has to Scotland is a complete mystery. One thing is certain - there is NO access to the FC land to the southeast of here. It is choked in spiky trees with few gaps, let alone paths or clearings.;;positive
1037336;;Following a quad bike track along the decaying fence which used to keep the deer out of a 1980's Forestry Commission plantation. Most of the square is still open, and is part of a sheep farm.;;neutral
1037632;;The planting of Pages Wood with small trees was begun by the Forestry Commission in 2001 but there is much grassland also. Taken from the London Loop footpath which crosses the area beside the Ingrebourne River.;;neutral
1039691;;A path running down the spine of an elongated knoll in larch woods. Part of Pitmedden Forest, managed by the Forestry Commission. Sadly these paths are frequently used by lowlifes on powerful motorbikes and are pretty badly chewed up.;;neutral
1040658;;Forestry Commission road rising from the shores of Loch Eck.;;neutral
1041004;;This stony pot-holed track is used very carefully by motorists without four wheel drive, especially after heavy rain, when it can become impassable. Update 2010: No more pot-holes following proper rebuilding of the track by Forestry Commission contractors during 2009. [[[1514011]]];;positive
1047348;;These sacks contain seedlings from the Forestry Commission's own nurseries and will be used to replant the area just beyond the road.;;neutral
1049928;;A set of robustly constructed play items make this playground, just off Buckshaft road, ideal for children of all ages. The colour coded logs in the foreground are the results of Forestry Commission 'thinning' operations.;;neutral
1049997;;Scolty is a small hill south of the Deeside town, Banchory 299m (981 ft). Its most well-known feature is the tower monument, a memorial to General Burnett who fought alongside Wellington. It enjoys splendid views over Banchory, the Dee Valley and the Grampian Mountains, which surround the hill. This encourages thousands of visitors each year. It is popular for tourists, locals and mountain bikers. Part of the hill is owned by the Forestry Commission, the other part is owned by local landowner Ron Middleton.;;neutral
1051480;;In mid-November the wide path is covered with their fallen leaves. Witton Heath seamlessly merges with Bacton Wood located further towards the north. Beeches grow on the southern edge beside North Walsham Road. The area of Bacton Woods (also known as Witton Woods) covers 113 hectares; the woodland is owned by the Forestry Commission and partly managed by North Norfolk District Council, who together form the Bacton Woods Countryside Partnership Project.;;neutral
1054161;;Queens Copse is an area of Forestry Commission woodland.;;neutral
1055505;;Formerly a campsite run by the Forestry Commission. The hill in the distance is Mulldonach.;;neutral
1056911;;Very considerate of the Forestry Commission to provide jumpable jumps!;;negative
1056964;;Again very generous of the Forestry Commission, but it would be even better with a groundline.;;negative
1060451;;A local landmark which has been obscured until recently by Forestry Commission planting.;;negative
1064001;;Like many Forestry Commission plantations there is a variety of walks from the car park, this one leading to the Water-break-its-neck waterfall.;;neutral
1064480;;At 183 acres Pages Wood is the largest new Forestry Commission planting in Thames Chase http://www.thameschase.org.uk/. The park covers two former farms Mount Pleasant and Pages Farm.;;neutral
1064647;;The London Loop long distance path crosses from left to right the path heading into the distance crosses the Ingrebourne River under the transmission line and leads to the car park of Pages Wood 183 acres of Forestry Commission land which is part of Thames Chase Community Forest http://www.thameschase.org.uk/;;neutral
1065964;;With a restricted access sign on the gate on the edge of this woodland, managed by the Forestry Commission.;;neutral
1067483;;Nearing the edge of the Forestry Commission's part of Craik Forest and the logging road stops. A wet ride heads southwards towards another block of young trees.;;neutral
1069573;;Forestry Commission-owned plantation, showing how in this area trees were planted on the crest of ridges.;;neutral
1069619;;Forestry Commission track from Matchams Lane into Hurn Forest.;;neutral
1069992;;Mown heather between the two hills with the tip of a Forestry Commission plantation on the left.;;neutral
1069994;;Tip of a Forestry Commission plantation on Torbank Hill. Penvalla in the background.;;neutral
1071465;;Beside the single track road amongst Forestry Commission holdings.;;neutral
1072227;;Frozen wet grazing in an area between two large Forestry Commission blocks/;;neutral
1072345;;Lying timber in a felled area of a large Forestry Commission plantation.;;neutral
1073998;;As well as the farm, the road serves a hydroelectric installation and connects various Forestry Commission blocks between Glen Branter and Glendaruel. The roads were very icy and hard to use.;;neutral
1076338;;Gorse dominates the gravel bank island in the Afon Ystwyth, and the bushes grow to heights of up to four metres - some of them look more like trees than bushes! The white stuff is hoarfrost, not snow. The winter sun never reaches the bottom of Cwm Ystwyth, and ice crystals had three whole days and nights to grow to substantial sizes. The path is a short circuit across the gravel bank, starting at the Forestry Commission carpark at Grogwynion.;;neutral
1077061;;This pond is in the process of restoration. For thirty years willow and alder has invaded and stifled the pond. Many of the trees have been removed, logged and stacked to create wildlife habitat. All the brash had been removed and burnt. Eventually the water level will be raised and pond life can return. The work is being carried out by Forestry Commission Volunteer Rangers and members of the Two Trees conservation group.;;positive
1080700;;Forestry Commission wood with access allowed. Most woods in this area are private and used for pheasant rearing so footpaths follow around the edge.;;positive
1081933;;The southern bank of the Afon Ystwyth east of Grogwynion is covered in light deciduous wood. This is in contrast to the managed conifer forest on the higher slopes and the gorse on the gravel banks in the river, and is presumably a remnant of the ancient flora before lead mining (long abandoned) and forestry made an impact on the landscape. At this point, the path across the river island from the Forestry Commission car park at Grogwynion returns to the shore and the minor road from Pontrhydygroes to Trawsgoed.;;neutral
1082255;;Part of Coed Maenarthur, operated by the Forestry Commission.;;neutral
1082822;;This mansion was built in 1855 for the chief of the Robertsons of Struan. It was soon sold and had several owners including the Forestry Commission. More recently it was Rannoch School but,sadly, that closed in 2002. An idyllic location with the Black Wood of Rannoch on its doorstep, its own short golf course and the loch on which to teach sailing. The school ran an auxiliary fire service and mountain rescue team for the area. Photo was taken during the 2000 Jan Kjellestrom orienteering competition which was centred here.;;neutral
1085409;;This old barn, or byre, is no longer used as part of the farm. It is used as storage by the Forestry Commission.;;neutral
1088470;;From the bridge just upstream of Dog Falls. Glen Affric is one of the main remaining areas of ancient Caledonian pinewoods in Scotland and the Forestry Commission is working to enhance it.;;positive
1088548;;The Caledonian Forest Tribute text: This plaque was erected by the Forestry Commission and the Institute of Chartered Foresters as a lasting testament to all the foresters and custodians of environmental heritage who worked tirelessly for the restoration and regeneration of the Caledonian Forest. None more so than H M Steven (1893-1969), Professor of Forestry University of Aberdeen and President of the Society of Foresters (1950-51) who visited this place in September 1959. "My plea is that because these woodlands are a unique heritage, they should be managed to ensure that they will be perpetuated and developed alike for their historical, ecological and practical forestry importance" Hopefully the forest itself will be a longer lasting testament to their work.;;positive
1091076;;Christmas Day 2008. The bench contains an inscription to Morgan Philips Price "who owned and loved these woods". The Malverns are visible in the distance. Morgan Philips Price was, like his father (who died when M P Price was only a year old) and grandfather, a politician (being MP for the Whitehaven district of Cumberland from 1929-1931 and later for the Forest of Dean) and was director of the timber firm Price Walker and Co. After graduating from Cambridge, where he studied science, he travelled extensively in central Asia, Siberia, Persia and Turkey on geological expeditions and on behalf of the family timber firm which obtained much of its raw material from Russia. (He later became the Manchester Guardian's special correspondent in Petrograd during World War I). He had a particular interest in the study of forestry which found a practical application in the management of the woodlands on his own estates and became an authority on the subject. He was at one time the Labour Party representative on the Forestry Commission and was chairman of the Gloucestershire branch of the Royal English Forestry Society during the 1960s. His interest is reflected in the files on woodland management listed as section D2176/2/5 below. M P Price preferred the house at the Grove, Taynton (which he himself had purchased) to Tibberton Court and so the family moved there during the 1930s. Henceforth, the Grove became the centre from which farming operations were directed although Peter Price lived for many years in a flat in Tibberton Court.;;neutral
1091752;;The easternmost pond, looking towards the Forestry Commission plantations at Drimmie Woods, on a flat calm Boxing Day afternoon.;;neutral
1094001;;Although not visibly owned by the Forestry Commission or the Woodland Trust, Taldrum Wood is signposted from the road junction to the southeast and a further sign in this lay-by invites you down into the wood.;;positive
1095001;;Forestry Commission sign. On the path lying about 100 yards beyond the Aquhorthies Stone Circle.;;neutral
1095543;;One of 6 main routes up to Moel Famau. This is the public right of way from the Forestry Commission car-park to the top of Moel Famau.;;positive
1095962;;Many inhabitants of the New Forest have various common rights, depending on the property they live in; one of these rights is the Right of Fuelwood. This used to mean that they could go into the forest, and collect it; nowadays, it is harvested by the Forestry Commission, and stacked in neat piles, such as here, outside Howen Farm.;;positive
1096797;;Forestry Commission conifer plantation below Showery Tor, Cornwall.;;neutral
1097734;;This square is mostly forested, and in winter it is in the shade of Bennachie all day, so for several weeks the sun never shines on it at all. It is only a few metres from the Forestry Commission Back o'Bennachie car park and forest walks.;;neutral
1098039;;The forestry Commission recently clearfelled the trees on the hill, leaving the native Birches along the burn and revealing the fields behind.;;neutral
1100232;;This is the Forest of Nantygronw planted by the Forestry Commission with mixed hardwood and softwood trees. A forest track has been cut out of the slope with a ditch beside it. Water oozing out of the stand of trees above has frozen into icicles. It is mid afternoon in December and the sun will not get round far enough to shine on the icicles and thaw them. I could not find the tumuli marked on the map near here.;;positive
1100243;;This is a sign displayed by the Forestry Commission showing a map of the area of land they have planted with hardwood and softwood trees. It is a cold day in late December and frost lingers on the ground where it is shaded from the sun.;;neutral
1104477;;Clear felled area in the Forestry Commission's Legsby Wood makes space for wooden viewing platform.;;neutral
1105007;;Someway above the treeline, the Forestry Commission's fence has recently been rebuilt. The old fence has been neatly rolled up into regular dumps of old wire and stobs.;;neutral
1106951;;Forestry Commission quarry for forest road material.;;neutral
1107082;;Not actually a right of way, but a well-trodden path through this Forestry Commission land.;;neutral
1108454;;The anglers who rent this pond from the Forestry Commission were conspicuous by their absence on this frosty and one-inch of snow covered day. The view is towards the road and, opportunely, the sun came out with a nice shaft highlighting the bank in front of me.;;neutral
1112228;;On Jeskyns Road. This newly created open space and woodland by Forestry Commission is 360 acres or 147 hectares. It has many routes around it for walkers and for horse-riders.;;positive
1112244;;Jeskyns is a newly created open space and woodland, managed by the Forestry Commission, it is over 360 acres or 147 Hectares. It has various features within it including these huge sculptures, which are on a footpath from Cobham to Gravesend.;;neutral
1115583;;Typical Forestry Commission track in Crowthorne Wood.;;neutral
1117016;;A wide swathe of ground has recently been cleared of scrub and rhododendrons by the Forestry Commission between the forest on the left and the adjacent road on the right. The stretch of road known as Rhododendron Mile is just behind the bushes on the right and a 20m strip of the flowering bushes has been left along the road to maintain this tourist attraction. This clearance will prevent the spread of the rhododendrons into the forest where it would choke the ground cover.;;positive
1117543;;A Forestry Commission property which is well maintained from the pricey parking charges.;;negative
1117546;;A Forestry Commission board at the Symonds Yat Rock car park. Currently (January 2009) 3 UK pounds to park for the day.;;neutral
1122120;;A small area with young alder trees, before the conifers of the Forestry Commissions land on Polkemmet Moor.;;neutral
1122596;;The dark forest in the background is owned by the Forestry commission. The woods to the left foreground are privately managed.;;negative
1123250;;Facing south west from the north west corner of the grid square in the Forestry Commission's Eleanor and Lynwode Woods.;;neutral
1123731;;Heading north-east through the Forestry Commission's woodland.;;neutral
1123743;;General appearance of the woodland in the Forestry Commission's land at Lynwode Wood.;;neutral
1560306;;The Cutting runs in a straight, diagonal, line from bottom left of this picture to just left of the digger. The Forestry Commission had decided that the original meandering stream crossed the Cutting here twice, forming a tight, U bend. Here the restored meander is seen together with the clay plugs needed to achieve this. A few days later, this turned out to be even trickier than I had thought. Heavy rain caused a high flow which broke through the clay plug seen immediately in front of the tree trunk and allowed the stream to resume flowing in the Cutting. Remedial work was needed. Later and wetter http://www.geograph.org.uk/photo/1582664 Next http://www.geograph.org.uk/photo/1560315;;negative
1129219;;This Forestry Commission wood is a Site of Special Scientific Interest. The track is the Chiltern Way.;;neutral
1129572;;Walkers going down a track through this Forestry Commission wood near Armathwaite.;;neutral
1132933;;Looking into the forested valley of the Afon Lluestgota from near the entrance of the Forestry Commission land.;;neutral
1132949;;One of the ponds that once fed a waterwheel http://www.geograph.org.uk/photo/1132963 at Esgair Fraith lead and copper mine. The disused mine is now inside a Forestry Commission operated conifer plantation.;;neutral
1133009;;Much of the forest has been felled for some time (cf. 2005 image http://www.geograph.org.uk/photo/40410 ), and it doesn't look as though the Forestry Commission is looking to plant a fresh conifer monoculture here.;;positive
1139615;;This grassy track to the east of the Forestry Commission forest has some vehicle ruts but appears to be little used.;;neutral
1143817;;A recently clear felled area in this Forestry Commission plantation.;;neutral
1146439;;The map was a mess around here at the time of visit. The trees were not shown, and two paths have been lost. For once, the purple plague was of use as most of the land shown as Forestry Commission owned is now planted up. The clear area was reached by a long ATV track up a ride from NG906334. It is an unplanted strip along the Allt an Lochain Sgeirich.;;neutral
1147830;;The road to Glen Mallie crossing beneath a waterfall. The loch shore is well wooded with deciduous trees, but there is a Forestry Commission plantation above the road on the slopes of Beinn Bhan.;;neutral
1147888;;This ring fort, dating from the 8th or 9th century, is now surrounded by Allean Forest. Here the Forestry Commission has planted a variety of conifers. However, a system of waymarked trails has been laid out within the forest enabling archeological sites and those of more recent habitation to be visited. The Clachan farm settlement dating from the early 1700's has also been restored as a visitor attraction. There are very fine views westward over Loch Tummel, as here looking toward Schiehallion;;positive
1150303;;Apart from the public footpaths and bridleways, other marked routes in the wood are open between February and July. Managed by the Forestry Commission, but looks like the owner still retains a pheasant shoot.;;neutral
1150693;;Taken on the Corranbuie Walk (blue trail on the Forestry Commission map for Tarbert and Skipness), which later meets up with the Kintyre Way.;;neutral
1152568;;Easan Dubh, a burn, provides a way through the Forestry Commission plantations when leaving Carn nan Iomairean. The mapped paths have been obliterated.;;neutral
1163572;;The low roofed building is the cover to a water tank build by the Forestry Commission Kings Forest near to Wordwell, Suffolk.;;neutral
1171782;;This is the junction between several forest tracks. The Forestry Commission spreads plenty of crushed stone on these tracks to accommodate the heavy equipment they use. In the distance a mast is just visible on the skyline.;;neutral
1171788;;A track through Brechfa Forest that is not longer much used by the Forestry Commission. The plantations are of coniferous trees like spruce and fir but deciduous trees have managed to establish themselves along the verges of the track. These are mostly hazel, sallow and ash.;;neutral
1171796;;This is the westernmost extremity of the Brechfa Forest and the Forestry Commission Wales has been clear felling this slope. It must have been quite awkward for the heavy machinery used to move the timber.;;neutral
1172370;;The track within the Forestry Commission woods of Ashmore leaves Washers Pit and heads towards Stubhampton Bottom. It is a bridleway.;;neutral
1176422;;New drainage ditches above the small rectangular(ish) shaped (non Forestry Commission) plantation which lies just to the East of the larger Forestry Commission area and separated by a track with gate. (track and gate are out of picture);;neutral
1178087;;Once a Forestry Commission camp, but now being developed as 'community housing'.;;neutral
1178269;;Birse Community Trust bought the 167 hectare Slewdrum Forest from the Forestry Commission in 2007;;neutral
1179588;;Looking north along the forestry track. On the left Croft Wood (Forestry Commission), on the right School Wood (National Trust).;;neutral
1180212;;Forestry Commission track leading to Outer Newpark Plantation.;;neutral
1180508;;Wendover Woods - Walk from Mansion Hill to The Cafe in the Woods. (1) Start of the walk from the small car park to the east of RAF Halton. The woods are owned by the Forestry Commission.;;neutral
1180620;;Wendover Woods - Walk from Mansion Hill to The Cafe in the Woods. (10) The Forestry Commission have been improving the facilities. The toilet block was built in about 2000. The cafe, beyond, was opened in 2007, and was comparatively quiet on a cold midweek February morning.;;positive
1180788;;Puddletown Forest is an extensive forested area farmed by the Forestry Commission and mountain biking seems to be the main leisure use.;;neutral
1183576;;Forestry Commission track roughly parallel with Matchams Lane; note sawn sections of conifers awaiting collection.;;neutral
1185807;;A picnic bench is provided by the Forestry Commission in a great location by a forest road overlooking Glen Brittle.;;positive
1185809;;Wendover Woods may have many attractions for the public, but it must be remembered that it is primarily a commercial enterprise, run by the Forestry Commission. Certain areas can be off limits when tree felling is in progress.;;neutral
1186447;;The Forest Drive is a privately-owned toll road operated by the Forestry Commission which links Byrness in Redesdale with Kielder village, crossing Blakehope Nick at 434 metres en route. The road is closed to private motorists in winter.;;neutral
1188804;;Forestry Commission road and public bridleway.;;neutral
1190831;;Near the end of the public road, a Forestry Commission road splits off to serve the forest to the north, while an estate road runs up the glen to Kilbo. View down the public road towards Glenprosen Village.;;neutral
1190952;;Stonedown is an area of Forestry Commission woods of both deciduous and coniferous trees.;;neutral
1191264;;Looking towards the entrance barrier for the Forestry Commission car park on the road to Bwlch pen Barras. There is a large space before the entrance to the car park where people often park rather than pay the GBP 1 per day parking fee (2009 price). However, this space is used by huge forestry lorries to turn their vehicles around...;;negative
1191278;;Looking across the entrance to the Forestry Commission car park below Moel Famau. The steps lead up to the toilet block, which is undergoing refurbishment following winter damage.;;neutral
1191306;;A mountain bike trail has been created from the Forestry Commission car park below Moel Famau. This map shows the route, however, the track around Cwm Llydan is closed until June 2009 for logging work. See also [[1191291]];;neutral
1191357;;This is the start of the track to Moel Famau that begins at the Forestry Commission car park. Although it looks easy enough here it becomes much steeper further on.;;neutral
1192382;;There is a plaque on this stone which reads " The Chiltern Summit. This Cairn at a height of 876 ft (267 m) marks the highest point on the Chiltern Hills, and was erected by the Parish Councils of Aston Clinton and Halton, by the Chiltern Society, the Forestry Commission and the Royal Air Force, Halton, to commemorate the Silver Jubilee of Her Majesty Queen Elizabeth the Second in 1977." This Monument is on a short path leading off the All Ability Trail.;;neutral
1193366;;Looking through the open woodland towards the Forestry Commission car park entrance.;;neutral
1193376;;Looking in the direction of the Forestry Commission car park below Moel Famau. This track, and the corner in the middle distance, have been re-engineered to allow the huge forestry lorries to manoeuvre around the former hair-pin bends.;;neutral
1195096;;Two deer fences meet on An t-Sron. The newer one borders the southern edge of Kindrogan Wood, identified as Forestry Commission access land on the 1:50000 OS map. The older one runs south across Glen Derby. I think it is the border of Atholl Estates. Between them, the two fences run for about 4 Km without a single stile, blocking access for walkers north and west from lower Glen Derby. At this point there is an unusual wooden platform joining the top of the fence to an adjacent ledge. It would be relatively easy to cross the fence here by climbing up the fence onto the platform. But the return direction to the east would be more awkward. There is an overhang and ground falls away steeply just below the fence.;;negative
1201974;;The woodland on the left hand side is private, and not part of the Forestry Commission land.;;neutral
1204593;;Built in 1965, Hartley Wintney Fire Station covers Hartley Wintney, several square miles of Forestry Commission land, 8 miles of M3 motorway, Blackbushe Airport, the Police Training College at Bramshill, areas of the A30, A33 and A323fir.;;neutral
1205379;;A plantation of Christmas trees. Every year the Forestry Commission sell Christmas trees at the Wendover Woods offices. I wonder if any of these will end up covered with tinsel and fairy lights with a star at the top.;;negative
1205465;;Haugh Wood (pronounced Hoff) is managed by the Forestry Commission. The North Butterfly Trail is indicated with red markers. http://www.forestry.gov.uk/website/recreation.nsf/LUWebDocsByKey/EnglandHerefordshireHerefordWoodlandsHaughWoodsHaughWoods;;neutral
1205488;;An area of mixed woodland managed by the Forestry Commission.;;neutral
1216739;;The Forestry Commission are renewing the fence around Kindrogan Wood, but the work has been delayed by the weather. At this point the old low gate is still in place, but the new gate is on site and ready to be erected.;;neutral
1219454;;This "other route with public access" ceases suddenly at the forest entrance at SN608548. The forest, formerly owned by the Forestry Commission, and freely wandered in by local people, was sold recently. It is now locked closed and displays aggressive keep out signs (say no more).;;positive
1219522;;Looking over the Tillan Burn to the massed Sitka spruce of Heatherhead Plantation (Forestry Commission).;;neutral
1219531;;Rashy ground by the Tillan Burn. Land across the burn has been planted by the Forestry Commission.;;neutral
1220220;;Until recently the plantation behind this sign was owned by the forestry commission and was open for local people to wander around as they wished, which they did. Recently the land was sold to a private owner, who placed locks on the gates and these signs by several former access points. This action, together with certain others very locally, has caused "concern" (say no more!). Oh, there are no CCTV cameras, but I am told he will "march you out" if he finds you there! Mmm! [[[1219462]]];;positive
1222037;;Forestry Commission land between Nut Batch and Hens Batch on the leeward side of The Long Mynd. It looks as though the 'old' pines have been harvested and 'new' trees are shortly to be planted.;;neutral
1222041;;Forestry Commission pines near the head of Hens Batch on The Long Mynd above Minton.;;neutral
1223040;;The remains of an old field boundary, now owned by the Forestry Commission and planted with Larch and Pine trees.;;neutral
1223287;;This coniferous forest is managed by the Forestry Commission and a small section of it has been cut down of timber.;;neutral
1225269;;The public footpath from Llwyn-y-Groes goes through the gate at the corner of the field and up the side of the plantation towards Cilgwyn Uchaf farm. The forest was owned by the Forestry Commission and local people were able to walk freely in it. Now, a private buyer has "sealed it off" and placed fierce notices at entrances. [[[1220220]]] The field eyond the gate is used to grow silage grass, but following the cold winter, moles are causing problems which can contaminate the crop.;;positive
1225318;;Tables beside the Forestry Commission offices.;;neutral
1225636;;Forestry Commission plantation, part of their vast Argyll holding. The foreground area has been felled, part of a long strip along the river that is being allowed to revert back to native woodland.;;positive
1225639;;Some of the Sitka plantations in Glen Shellish are very mature, and vulnerable to windthrow. Several blocks of standing timber are currently being sold by the Forestry Commission, so there will be changes here soon.;;neutral
1225649;;This forest is rather easy to escape. There has been a lot of work done by the Forestry Commission to open up routes through the trees on to the surrounding hills. This path crosses a path to Bernice, an outdoor centre property on the shores of Loch Eck. The Ordnance Survey maps are somewhat lacking in the depiction of paths here - paths shown sometimes no longer exist or new ones are not on the maps. Harvey's have published an atlas of the Loch Lomond and Trossachs National Park, and it is full of sneaky wee paths for dodging Sitka and great for finding solutions to awkward route planning problems.;;neutral
1226569;;Logs each side of a forestry commission track in Wykeham Forest, North Yorkshire;;neutral
1227579;;Most of this farm has been turned into 360 acres of Greenspace managed by the Forestry Commission. This section on the south side of Jeskyns Road is called the Cherry Orchard and has many cherry trees planted in the space with a footpath and a bridlepath as well. This sculpture is alongside the footpath.;;neutral
1227589;;This is part of a footpath trail around the 360 acres of Greenspace managed by the Forestry Commission. The path leads from an area of land called the Cherry Orchard into the main bulk of land with carparking, and other points of interest.;;neutral
1228178;;Fly tipping just inside the gate of the Bedford Purlieus National Nature Reserve. This ancient woodland site, renowned for its ground flora and archaeology is managed by the Forestry Commission and has probably been woodland since at least Saxon times. Clearly not everybody appreciates this.;;neutral
1228183;;Coppice management in this ancient woodland managed by the Forestry Commission.;;neutral
1228194;;The ancient woodland is a National Nature Reserve managed by the Forestry Commission.;;neutral
1233359;;Forestry Commission managed woodland in Callendar Park. This is the eastern end of the woods, just inside the wall surrounding the park.;;neutral
1234102;;The track doubles as a footpath. The plantation is Forestry Commission (or whatever they are presently called) land.;;neutral
1234571;;There is a reservoir http://www.geograph.org.uk/photo/1234610 hidden in this picture. The deep valley of the Nant Esgaireira ('snowy ridge') is part of a small Forestry Commission area. Only the upper reaches of this forestry patch are still dense conifer plantations, ost of the lower part is more diverse woodland.;;positive
1234623;;I'm not sure this is the official name of the small patch of Forestry Commission land between the rivers Dyfi (south), Dulas (west) and Ffrydlan (east). The higher parts of the forest are planted commercially with conifers, while mixed woodland dominates lower down.;;neutral
1234940;;Looking down the western slopes of Ffridd Rhydybiswail and into Cwm Glesyrch. The forested hill on the left is Moel Heulen at the southern edge of the Forestry Commission's Dyfi Forest.;;neutral
1234948;;The last grassy ridge before the Forestry Commission's large conifer plantation, Dyfi Forest, begins.;;neutral
1235270;;Headland on Loch Eck with a Forestry Commission picnic site. One of many similar facilities in Argyll's forest park. Holiday homes and Whistlefield on the other side of the road. View from Beinn Bheag.;;neutral
1244531;;Forestry Commission sign at the entrance to Cowleaze Wood;;neutral
1245359;;At the entrance to the Forestry Commission car park a driver skilfully manoeuvres his articulated lorry. The drivers' skill is regularly tested by drivers who park outside the car park in order to save the GBP 1 daily fee.;;neutral
1245663;;View from the minor road to Bwlch pen Barras from near the Forestry Commission car park. The steep slopes of Fron Hen are over to the right.;;neutral
1245670;;A view from the minor road to Bwlch pen Barras across the valley from near the Forestry Commission car park. The steep slopes of Fron Hen are on the other side of the stream.;;neutral
1245698;;This footpath has been put in to enable walkers to stay off the busy minor road to Bwlch pen Barras. The Forestry Commission car park is approximately 400 metres ahead.;;neutral
1246236;;This forest is owned by the Duke of Argyll, who doesn't invest to the same degree in forest roads as does the Forestry Commission. This puddle took some negotiation.;;positive
